solicitacao_data,solicitacao_bairro,count,latitude,longitude
2018-12-31,DOIS IRMAOS,104,-8.016178599999991,-34.94524950000004
2018-12-31,DOIS UNIDOS,379,-8.001472200000048,-34.914058500000046
2018-12-31,ENCRUZILHADA,3,-8.0355207,-34.8899976
2018-12-31,ENGENHO DO MEIO,5,-8.057415599999999,-34.9420069000281
2018-12-31,ESPINHEIRO,8,-8.0434298,-34.89307424999999
2018-12-31,ESTANCIA,4,-8.08331405462567,-34.92945175
2018-12-31,FUNDAO,6,-8.0149872,-34.8901232
2018-12-31,GRACAS,4,-8.0464762,-34.900759549999975
2018-12-31,GUABIRABA,98,-7.990334200000006,-34.92289149999998
2018-12-31,HIPODROMO,2,-8.0325089,-34.8879346
2018-12-31,IBURA,1001,-8.117809250000173,-34.9374434999997
2018-12-31,IBURA DE BAIXO,50,-8.118554200000004,-34.93864299999998
2018-12-31,ILHA DO LEITE,6,-8.0647235,-34.893522450000006
2018-12-31,ILHA DO RETIRO,2,-8.064901899,-34.905563099999995
2018-12-31,IMBIRIBEIRA,26,-8.103689800000005,-34.91029945000002
2018-12-31,IPSEP,14,-8.109990299999996,-34.92109540000001
2018-12-31,IPUTINGA,27,-8.036712800000002,-34.93527040000001
2018-12-31,JAQUEIRA,1,-8.034552099,-34.9
2018-12-31,JD. SAO PAULO,43,-8.082154506131245,-34.942954300000025
2018-12-31,JIQUIA,8,-8.08746895,-34.92434594999998
2018-12-31,JORDAO,212,-8.135885800000032,-34.92855969999988
2018-12-31,LINHA DO TIRO,102,-8.009301400000018,-34.906001249999946
2018-12-31,MACAXEIRA,78,-8.01315359900001,-34.92661020000009
2018-12-31,MADALENA,5,-8.053580199,-34.90583240000001
2018-12-31,MANGABEIRA,8,-8.024161750000003,-34.90313230000004
2018-12-31,MANGUEIRA,2,-8.077028349499999,-34.91992714999999
2018-12-31,MONTEIRO,2,-8.0261520495,-34.92235680000002
2018-12-31,MORRO DA CONCEICAO,26,-8.019595100000002,-34.9141343
2018-12-31,MUSTARDINHA,3,-8.07056845,-34.916977250000016
2018-12-31,NOVA DESCOBERTA,669,-8.000390098999906,-34.91650970000038
2018-12-31,Não informado,24,-8.0578381,-34.921444999999984
2018-12-31,PAISSANDU,1,-8.06219605,-34.895672149999996
2018-12-31,PARNAMIRIM,1,-8.0335377,-34.910380299999986
2018-12-31,PASSARINHO,112,-7.9831382500000165,-34.91830179999997
2018-12-31,PINA,17,-8.091542000000002,-34.88715379999998
2018-12-31,PONTO DE PARADA,1,-8.029953149999999,-34.89130850000001
2018-12-31,PRADO,5,-8.057374599,-34.9127452
2018-12-31,RECIFE,16,-8.06070015,-34.87374305000003
2018-12-31,ROSARINHO,1,-8.032293899999999,-34.8959323
2018-12-31,SAN MARTIN,6,-8.07029373892244,-34.92878910000001
2018-12-31,SANCHO,5,-8.0848516,-34.959395900000004
2018-12-31,SANTANA,1,-8.0611562,-34.92016509999999
2018-12-31,SANTO AMARO,13,-8.052773,-34.87969199999998
2018-12-31,SANTO ANTNIO,15,-8.0643113,-34.87819379999996
2018-12-31,SAO JOSE,12,-8.0697038,-34.882337099999994
2018-12-31,SOLEDADE,1,-8.0571118,-34.8917419
2018-12-31,TAMARINEIRA,3,-8.0295954,-34.9003716
2018-12-31,TEJIPIO,10,-8.088919199999998,-34.95985970000004
2018-12-31,TORRE,11,-8.045629399999997,-34.908948849999994
2018-12-31,TORREAO,1,-8.0390641,-34.88394840000001
2018-12-31,TORROES,7,-8.0596032,-34.93480155
2018-12-31,TOTO,18,-8.083634,-34.9674579
2018-12-31,VARZEA,254,-8.035698699000019,-34.962649100030774
2018-12-31,VASCO DA GAMA,244,-8.012496000000041,-34.918709100000136
2018-12-31,ZUMBI,7,-8.0557489,-34.91737239999998
2019-12-31,AFLITOS,3,-8.0397908,-34.896209
2019-12-31,AFOGADOS,27,-8.077032599000004,-34.9095264
2019-12-31,AGUA FRIA,201,-8.014905799999969,-34.899999999999885
2019-12-31,ALTO DO MANDU,7,-8.023211599999998,-34.92737879999999
2019-12-31,ALTO JOSE BONIFACIO,200,-8.01355970000002,-34.91030720002441
2019-12-31,ALTO JOSE DO PINHO,50,-8.022757000000007,-34.90792979999998
2019-12-31,ALTO SANTA ISABEL,11,-8.027985150000001,-34.920913800025595
2019-12-31,ALTO SANTA TEREZINHA,123,-8.016377499999983,-34.90191360000005
2019-12-31,APIPUCOS,9,-8.019734999,-34.92959969999999
2019-12-31,AREIAS,29,-8.094270099,-34.93153929999997
2019-12-31,ARRUDA,18,-8.02437095,-34.888336300000006
2019-12-31,BARRO,40,-8.095978349500001,-34.94431650000001
2019-12-31,BEBERIBE,43,-8.00685145,-34.896235400000016
2019-12-31,BOA VIAGEM,118,-8.131730298999992,-34.90000000000006
2019-12-31,BOA VISTA,34,-8.060600999999998,-34.88678960002209
2019-12-31,BOMBA DO HEMETERIO,76,-8.0207344,-34.90000000000005
2019-12-31,BONGI,2,-8.0655751,-34.9180396
2019-12-31,BRASILIA TEIMOSA,29,-8.083480799999997,-34.8802565
2019-12-31,BREJO DA GUABIRABA,75,-7.9930037999999985,-34.93274490000004
2019-12-31,BREJO DE BEBERIBE,16,-7.999055099999996,-34.91757840001265
2019-12-31,CABANGA,2,-8.0775059,-34.8948289
2019-12-31,CACOTE,3,-8.101201099,-34.9313095
2019-12-31,CAJUEIRO,8,-8.013069450000001,-34.885157800010944
2019-12-31,CAMPINA DO BARRETO,3,-8.0168812,-34.881698099999994
2019-12-31,CAMPO GRANDE,20,-8.0303833,-34.88104874999999
2019-12-31,CASA AMARELA,72,-8.025753399499994,-34.90797364999999
2019-12-31,CASA FORTE,7,-8.033553399,-34.9146202
2019-12-31,CAXANGA,25,-8.026030999999996,-34.95430780000004
2019-12-31,CGO. DO JENIPAPO,58,-8.005525599999999,-34.93540439999998
2019-12-31,CIDADE UNIVERSITARIA,7,-8.042726299999998,-34.94765155000002
2019-12-31,COELHOS,5,-8.0672975,-34.88939549999998
2019-12-31,COHAB,39,-8.120594249499998,-34.95013599999999
2019-12-31,COQUEIRAL,76,-8.086452200000007,-34.96811590000002
2019-12-31,CORDEIRO,43,-8.050290500000001,-34.92285784999997
2019-12-31,CURADO,10,-8.071172399999998,-34.9540245
2019-12-31,DERBY,4,-8.0561983,-34.8996565
2019-12-31,DOIS IRMAOS,141,-8.016178600000002,-34.94524949999997
2019-12-31,DOIS UNIDOS,616,-8.001472199999984,-34.914058499999776
2019-12-31,ENCRUZILHADA,8,-8.0355207,-34.88999760000001
2019-12-31,ENGENHO DO MEIO,6,-8.057415599999999,-34.9420069000281
2019-12-31,ESPINHEIRO,8,-8.0434298,-34.89307424999999
2019-12-31,ESTANCIA,29,-8.083314054625673,-34.92945175
2019-12-31,FUNDAO,13,-8.014987200000004,-34.8901232
2019-12-31,GRACAS,12,-8.0464762,-34.900759549999975
2019-12-31,GUABIRABA,161,-7.990334200000005,-34.92289150000006
2019-12-31,HIPODROMO,1,-8.0325089,-34.8879346
2019-12-31,IBURA,1465,-8.11780924999996,-34.9374434999995
2019-12-31,IBURA DE BAIXO,87,-8.11855419999999,-34.93864299999996
2019-12-31,ILHA DO LEITE,2,-8.0647235,-34.893522450000006
2019-12-31,ILHA DO RETIRO,2,-8.064901899,-34.905563099999995
2019-12-31,ILHA JOANA BEZERRA,4,-8.0713296,-34.89947380000001
2019-12-31,IMBIRIBEIRA,63,-8.103689799999994,-34.91029944999996
2019-12-31,IPSEP,16,-8.109990299999996,-34.92109540000001
2019-12-31,IPUTINGA,49,-8.036712799999993,-34.93527040000002
2019-12-31,JD. SAO PAULO,66,-8.082154506131245,-34.94295430000005
2019-12-31,JIQUIA,14,-8.08746895,-34.92434594999998
2019-12-31,JORDAO,314,-8.135885800000008,-34.928559699999866
2019-12-31,LINHA DO TIRO,150,-8.009301400000004,-34.90600125000003
2019-12-31,MACAXEIRA,192,-8.013153598999978,-34.92661020000012
2019-12-31,MADALENA,16,-8.053580198999999,-34.90583240000001
2019-12-31,MANGABEIRA,21,-8.02416175,-34.90313230000004
2019-12-31,MANGUEIRA,5,-8.077028349499999,-34.91992714999999
2019-12-31,MONTEIRO,1,-8.0261520495,-34.92235680000002
2019-12-31,MORRO DA CONCEICAO,58,-8.019595100000002,-34.91413430000005
2019-12-31,MUSTARDINHA,1,-8.07056845,-34.916977250000016
2019-12-31,NOVA DESCOBERTA,891,-8.000390098999821,-34.9165097000004
2019-12-31,Não informado,10,-8.0578381,-34.921445000000006
2019-12-31,PARNAMIRIM,3,-8.0335377,-34.910380299999986
2019-12-31,PASSARINHO,214,-7.983138249999975,-34.91830180000013
2019-12-31,PEIXINHOS,1,-8.0202218,-34.8773862
2019-12-31,PINA,29,-8.091542000000002,-34.88715379999997
2019-12-31,POCO,1,-8.0310293,-34.927502300000015
2019-12-31,PONTO DE PARADA,1,-8.029953149999999,-34.89130850000001
2019-12-31,PRADO,11,-8.057374599,-34.91274520000001
2019-12-31,RECIFE,8,-8.06070015,-34.87374305000003
2019-12-31,ROSARINHO,1,-8.032293899999999,-34.8959323
2019-12-31,SAN MARTIN,15,-8.070293738922441,-34.92878910000001
2019-12-31,SANCHO,5,-8.0848516,-34.959395900000004
2019-12-31,SANTO AMARO,29,-8.052773,-34.87969199999998
2019-12-31,SANTO ANTNIO,5,-8.0643113,-34.87819379999996
2019-12-31,SAO JOSE,16,-8.0697038,-34.88233709999999
2019-12-31,SOLEDADE,4,-8.0571118,-34.8917419
2019-12-31,TAMARINEIRA,10,-8.029595400000002,-34.90037159999999
2019-12-31,TEJIPIO,19,-8.088919199999996,-34.95985970000004
2019-12-31,TORRE,14,-8.045629399999997,-34.908948849999994
2019-12-31,TORREAO,4,-8.0390641,-34.88394840000001
2019-12-31,TORROES,17,-8.0596032,-34.93480154999999
2019-12-31,TOTO,26,-8.083633999999996,-34.9674579
2019-12-31,VARZEA,333,-8.035698699000019,-34.96264910003079
2019-12-31,VASCO DA GAMA,320,-8.012495999999999,-34.918709100000186
2019-12-31,ZUMBI,8,-8.0557489,-34.91737239999998
2020-12-31,AFLITOS,3,-8.0397908,-34.896209
2020-12-31,AFOGADOS,11,-8.077032599000002,-34.9095264
2020-12-31,AGUA FRIA,233,-8.014905799999966,-34.89999999999985
2020-12-31,ALTO DO MANDU,12,-8.023211599999998,-34.92737879999999
2020-12-31,ALTO JOSE BONIFACIO,172,-8.013559700000007,-34.91030720002442
2020-12-31,ALTO JOSE DO PINHO,37,-8.022757000000007,-34.90792979999999
2020-12-31,ALTO SANTA ISABEL,4,-8.02798515,-34.9209138000256
2020-12-31,ALTO SANTA TEREZINHA,118,-8.016377499999983,-34.901913600000064
2020-12-31,APIPUCOS,5,-8.019734999,-34.9295997
2020-12-31,AREIAS,26,-8.094270099,-34.931539299999976
2020-12-31,ARRUDA,6,-8.02437095,-34.88833630000002
2020-12-31,BARRO,28,-8.095978349500001,-34.94431650000001
2020-12-31,BEBERIBE,70,-8.00685145,-34.896235400000016
2020-12-31,BOA VIAGEM,85,-8.131730299,-34.900000000000055
2020-12-31,BOA VISTA,15,-8.060601000000002,-34.8867896000221
2020-12-31,BOMBA DO HEMETERIO,66,-8.020734399999995,-34.90000000000004
2020-12-31,BONGI,2,-8.0655751,-34.9180396
2020-12-31,BRASILIA TEIMOSA,20,-8.0834808,-34.880256500000016
2020-12-31,BREJO DA GUABIRABA,61,-7.993003799999998,-34.9327449
2020-12-31,BREJO DE BEBERIBE,25,-7.999055099999995,-34.91757840001265
2020-12-31,CABANGA,1,-8.0775059,-34.8948289
2020-12-31,CAJUEIRO,14,-8.013069450000001,-34.88515780001093
2020-12-31,CAMPINA DO BARRETO,5,-8.0168812,-34.881698099999994
2020-12-31,CAMPO GRANDE,10,-8.030383299999999,-34.88104874999999
2020-12-31,CASA AMARELA,38,-8.025753399499996,-34.907973650000024
2020-12-31,CASA FORTE,4,-8.033553399,-34.9146202
2020-12-31,CAXANGA,8,-8.026031000000001,-34.95430780000004
2020-12-31,CGO. DO JENIPAPO,54,-8.005525599999999,-34.93540439999998
2020-12-31,CIDADE UNIVERSITARIA,4,-8.042726299999998,-34.94765155000002
2020-12-31,COELHOS,2,-8.0672975,-34.88939549999998
2020-12-31,COHAB,61,-8.120594249500005,-34.95013599999997
2020-12-31,COQUEIRAL,77,-8.086452200000007,-34.96811590000003
2020-12-31,CORDEIRO,22,-8.050290499999997,-34.92285785000001
2020-12-31,CURADO,7,-8.0711724,-34.9540245
2020-12-31,DOIS IRMAOS,82,-8.016178599999993,-34.94524950000003
2020-12-31,DOIS UNIDOS,599,-8.001472199999995,-34.914058499999804
2020-12-31,ENCRUZILHADA,8,-8.0355207,-34.88999760000001
2020-12-31,ENGENHO DO MEIO,8,-8.057415599999999,-34.9420069000281
2020-12-31,ESPINHEIRO,5,-8.0434298,-34.89307425
2020-12-31,ESTANCIA,8,-8.083314054625673,-34.92945175
2020-12-31,FUNDAO,14,-8.014987200000004,-34.8901232
2020-12-31,GRACAS,6,-8.0464762,-34.900759549999975
2020-12-31,GUABIRABA,87,-7.990334200000006,-34.92289149999999
2020-12-31,IBURA,1170,-8.11780925000008,-34.93744349999961
2020-12-31,IBURA DE BAIXO,43,-8.118554200000004,-34.93864299999998
2020-12-31,ILHA DO LEITE,2,-8.0647235,-34.893522450000006
2020-12-31,ILHA JOANA BEZERRA,5,-8.0713296,-34.89947380000001
2020-12-31,IMBIRIBEIRA,28,-8.103689800000005,-34.91029945000002
2020-12-31,IPSEP,12,-8.109990299999998,-34.92109540000001
2020-12-31,IPUTINGA,30,-8.036712800000002,-34.935270400000014
2020-12-31,JD. SAO PAULO,40,-8.082154506131245,-34.94295430000002
2020-12-31,JIQUIA,2,-8.08746895,-34.92434594999999
2020-12-31,JORDAO,279,-8.135885800000025,-34.928559699999866
2020-12-31,LINHA DO TIRO,173,-8.009301399999991,-34.90600125000008
2020-12-31,MACAXEIRA,131,-8.013153599000011,-34.92661020000011
2020-12-31,MADALENA,6,-8.053580199,-34.90583240000001
2020-12-31,MANGABEIRA,13,-8.024161750000003,-34.90313230000004
2020-12-31,MANGUEIRA,3,-8.077028349499999,-34.91992714999999
2020-12-31,MONTEIRO,3,-8.0261520495,-34.92235680000002
2020-12-31,MORRO DA CONCEICAO,48,-8.019595100000002,-34.914134300000036
2020-12-31,MUSTARDINHA,5,-8.07056845,-34.916977250000016
2020-12-31,NOVA DESCOBERTA,799,-8.00039009899985,-34.91650970000039
2020-12-31,Não informado,12,-8.0578381,-34.921445000000006
2020-12-31,PAISSANDU,1,-8.06219605,-34.895672149999996
2020-12-31,PARNAMIRIM,2,-8.0335377,-34.910380299999986
2020-12-31,PASSARINHO,163,-7.983138249999994,-34.918301800000066
2020-12-31,PEIXINHOS,2,-8.0202218,-34.8773862
2020-12-31,PINA,17,-8.091542000000002,-34.88715379999998
2020-12-31,POCO,1,-8.0310293,-34.927502300000015
2020-12-31,PONTO DE PARADA,3,-8.029953149999999,-34.89130850000001
2020-12-31,PRADO,11,-8.057374599,-34.91274520000001
2020-12-31,RECIFE,6,-8.06070015,-34.87374305000003
2020-12-31,ROSARINHO,5,-8.032293899999999,-34.8959323
2020-12-31,SAN MARTIN,14,-8.070293738922441,-34.92878910000001
2020-12-31,SANCHO,17,-8.084851600000004,-34.959395900000004
2020-12-31,SANTO AMARO,14,-8.052773,-34.87969199999998
2020-12-31,SANTO ANTNIO,6,-8.0643113,-34.87819379999996
2020-12-31,SAO JOSE,9,-8.0697038,-34.8823371
2020-12-31,SOLEDADE,1,-8.0571118,-34.8917419
2020-12-31,TAMARINEIRA,8,-8.0295954,-34.9003716
2020-12-31,TEJIPIO,17,-8.088919199999996,-34.95985970000004
2020-12-31,TORRE,13,-8.045629399999997,-34.908948849999994
2020-12-31,TORREAO,2,-8.0390641,-34.88394840000001
2020-12-31,TORROES,7,-8.0596032,-34.93480155
2020-12-31,TOTO,25,-8.083633999999996,-34.9674579
2020-12-31,VARZEA,278,-8.035698699000019,-34.96264910003078
2020-12-31,VASCO DA GAMA,253,-8.012496000000041,-34.91870910000014
2020-12-31,ZUMBI,4,-8.0557489,-34.91737239999998
2021-12-31,AFLITOS,5,-8.0397908,-34.896209
2021-12-31,AFOGADOS,21,-8.077032599000002,-34.9095264
2021-12-31,AGUA FRIA,315,-8.014905800000005,-34.8999999999998
2021-12-31,ALTO DO MANDU,11,-8.023211599999998,-34.92737879999999
2021-12-31,ALTO JOSE BONIFACIO,307,-8.013559700000005,-34.91030720002461
2021-12-31,ALTO JOSE DO PINHO,56,-8.02275700000001,-34.90792979999997
2021-12-31,ALTO SANTA ISABEL,4,-8.02798515,-34.9209138000256
2021-12-31,ALTO SANTA TEREZINHA,146,-8.016377499999995,-34.90191359999999
2021-12-31,APIPUCOS,15,-8.019734999000004,-34.92959969999999
2021-12-31,AREIAS,18,-8.094270099,-34.93153929999999
2021-12-31,ARRUDA,21,-8.02437095,-34.888336300000006
2021-12-31,BARRO,51,-8.095978349500001,-34.94431650000001
2021-12-31,BEBERIBE,70,-8.00685145,-34.896235400000016
2021-12-31,BOA VIAGEM,57,-8.131730299000012,-34.900000000000034
2021-12-31,BOA VISTA,28,-8.060600999999997,-34.8867896000221
2021-12-31,BOMBA DO HEMETERIO,94,-8.020734400000007,-34.900000000000055
2021-12-31,BONGI,4,-8.0655751,-34.9180396
2021-12-31,BRASILIA TEIMOSA,27,-8.083480799999997,-34.8802565
2021-12-31,BREJO DA GUABIRABA,195,-7.993003799999998,-34.932744900000145
2021-12-31,BREJO DE BEBERIBE,31,-7.999055099999994,-34.91757840001265
2021-12-31,CACOTE,1,-8.101201099,-34.9313095
2021-12-31,CAJUEIRO,9,-8.013069450000001,-34.885157800010944
2021-12-31,CAMPINA DO BARRETO,2,-8.0168812,-34.881698099999994
2021-12-31,CAMPO GRANDE,20,-8.0303833,-34.88104874999999
2021-12-31,CASA AMARELA,70,-8.025753399499994,-34.907973649999995
2021-12-31,CASA FORTE,2,-8.033553399,-34.9146202
2021-12-31,CAXANGA,7,-8.026031000000001,-34.95430780000004
2021-12-31,CGO. DO JENIPAPO,111,-8.005525600000023,-34.93540440000006
2021-12-31,CIDADE UNIVERSITARIA,5,-8.042726299999998,-34.94765155000002
2021-12-31,COELHOS,8,-8.0672975,-34.88939549999998
2021-12-31,COHAB,93,-8.120594249499991,-34.95013599999996
2021-12-31,COQUEIRAL,60,-8.086452199999998,-34.968115899999994
2021-12-31,CORDEIRO,22,-8.050290499999997,-34.92285785000001
2021-12-31,CURADO,6,-8.0711724,-34.9540245
2021-12-31,DOIS IRMAOS,217,-8.016178600000037,-34.94524949999983
2021-12-31,DOIS UNIDOS,881,-8.001472199999876,-34.914058499999435
2021-12-31,ENCRUZILHADA,4,-8.0355207,-34.8899976
2021-12-31,ENGENHO DO MEIO,8,-8.057415599999999,-34.9420069000281
2021-12-31,ESPINHEIRO,5,-8.0434298,-34.89307425
2021-12-31,ESTANCIA,12,-8.083314054625673,-34.92945175
2021-12-31,FUNDAO,24,-8.014987200000006,-34.890123199999984
2021-12-31,GRACAS,4,-8.0464762,-34.900759549999975
2021-12-31,GUABIRABA,278,-7.990334199999989,-34.922891500000176
2021-12-31,HIPODROMO,2,-8.0325089,-34.8879346
2021-12-31,IBURA,1496,-8.11780924999995,-34.93744349999949
2021-12-31,IBURA DE BAIXO,93,-8.118554199999986,-34.93864299999996
2021-12-31,ILHA DO RETIRO,2,-8.064901899,-34.905563099999995
2021-12-31,ILHA JOANA BEZERRA,8,-8.0713296,-34.89947380000001
2021-12-31,IMBIRIBEIRA,22,-8.103689800000003,-34.91029945000002
2021-12-31,IPSEP,14,-8.109990299999996,-34.92109540000001
2021-12-31,IPUTINGA,30,-8.036712800000002,-34.935270400000014
2021-12-31,JD. SAO PAULO,48,-8.082154506131245,-34.94295430000003
2021-12-31,JIQUIA,4,-8.08746895,-34.92434594999999
2021-12-31,JORDAO,348,-8.135885799999995,-34.92855969999986
2021-12-31,LINHA DO TIRO,231,-8.009301399999972,-34.90600125000015
2021-12-31,MACAXEIRA,212,-8.01315359899997,-34.92661020000013
2021-12-31,MADALENA,11,-8.053580198999999,-34.90583240000001
2021-12-31,MANGABEIRA,23,-8.02416175,-34.90313230000004
2021-12-31,MANGUEIRA,1,-8.077028349499999,-34.91992714999999
2021-12-31,MONTEIRO,1,-8.0261520495,-34.92235680000002
2021-12-31,MORRO DA CONCEICAO,69,-8.019595099999998,-34.914134300000065
2021-12-31,MUSTARDINHA,4,-8.07056845,-34.916977250000016
2021-12-31,NOVA DESCOBERTA,1073,-8.000390098999777,-34.916509700000404
2021-12-31,Não informado,21,-8.0578381,-34.92144499999999
2021-12-31,PARNAMIRIM,2,-8.0335377,-34.910380299999986
2021-12-31,PASSARINHO,416,-7.983138250000031,-34.91830180000023
2021-12-31,PEIXINHOS,2,-8.0202218,-34.8773862
2021-12-31,PINA,23,-8.091542000000002,-34.88715379999997
2021-12-31,PONTO DE PARADA,2,-8.029953149999999,-34.89130850000001
2021-12-31,PRADO,9,-8.057374599,-34.91274520000001
2021-12-31,RECIFE,9,-8.06070015,-34.87374305000003
2021-12-31,ROSARINHO,4,-8.032293899999999,-34.8959323
2021-12-31,SAN MARTIN,13,-8.070293738922441,-34.92878910000001
2021-12-31,SANCHO,13,-8.084851600000004,-34.959395900000004
2021-12-31,SANTANA,2,-8.0611562,-34.92016509999999
2021-12-31,SANTO AMARO,30,-8.052773,-34.87969199999998
2021-12-31,SANTO ANTNIO,15,-8.0643113,-34.87819379999996
2021-12-31,SAO JOSE,12,-8.0697038,-34.882337099999994
2021-12-31,TAMARINEIRA,6,-8.0295954,-34.9003716
2021-12-31,TEJIPIO,17,-8.088919199999996,-34.95985970000004
2021-12-31,TORRE,14,-8.045629399999997,-34.908948849999994
2021-12-31,TORREAO,2,-8.0390641,-34.88394840000001
2021-12-31,TORROES,3,-8.0596032,-34.93480155
2021-12-31,TOTO,14,-8.083634000000002,-34.9674579
2021-12-31,VARZEA,383,-8.03569869900002,-34.962649100030795
2021-12-31,VASCO DA GAMA,424,-8.012495999999956,-34.91870910000022
2021-12-31,ZUMBI,5,-8.0557489,-34.91737239999998
